timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1685897808.78055406,10834831,0.0,0.0,0.25,0.5,0.0,-2.1484768390655518,-2.254741668701172,0.0,0.0,0.0,0,-62
1685897808.88051414,10934791,0.0,0.0,0.25,0.5,0.0,-2.226370334625244,-2.179290533065796,0.0,0.0,0.0,0,-63
1685897808.98047400,11034751,0.0,0.0,0.25,0.5,0.0,-2.3019559383392334,-2.2874481678009033,0.0,0.0,0.0,0,-64
1685897809.08043408,11134711,0.0,0.0,0.25,0.5,0.0,-2.375516176223755,-2.278179168701172,0.0,0.0,0.0,0,-65
1685897809.18039417,11234671,0.0,0.0,0.25,0.5,0.0,-2.444415330886841,-2.3860275745391846,0.0,0.0,0.0,0,-65
1685897809.28035402,11334631,0.0,0.0,0.25,0.5,0.0,-2.5108425617218018,-2.323982000350952,0.0,0.0,0.0,0,-65
1685897809.38031411,11434591,0.0,0.0,0.25,0.5,0.0,-2.5701234340667725,-2.564368724822998,0.0,0.0,0.0,0,-65
1685897809.48027396,11534551,0.0,0.0,0.25,0.5,0.0,-2.6310219764709473,-2.725529432296753,0.0,0.0,0.0,0,-64
1685897809.58023405,11634511,0.0,0.0,0.25,0.5,0.0,-2.700291633605957,-2.5055062770843506,0.0,0.0,0.0,0,-65
1685897809.68019414,11734471,0.0,0.0,0.25,0.5,0.0,-2.7628962993621826,-2.482698440551758,0.0,0.0,0.0,0,-65
1685897809.78015399,11834431,0.0,0.0,0.25,0.5,0.0,-2.8136160373687744,-2.8245208263397217,0.0,0.0,0.0,0,-63
1685897809.88011408,11934391,0.0,0.0,0.25,0.5,0.0,-2.8676795959472656,-2.8919594287872314,0.0,0.0,0.0,0,-63
1685897809.98007417,12034351,0.0,0.0,0.25,0.5,0.0,-2.928614377975464,-2.9086663722991943,0.0,0.0,0.0,0,-63
1685897810.08003402,12134311,0.0,0.0,0.25,0.5,0.0,-2.992471218109131,-2.7748923301696777,0.0,0.0,0.0,0,-63
